ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-03-15,99.09956135002255,94.15998083520878,107.11900867812483,99.09956135002255,99.09956135002255,1.454788277071266,1.454788277071266,1.454788277071266,0.7853737221078277,0.7853737221078277,0.7853737221078277,0.6694145549634383,0.6694145549634383,0.6694145549634383,0.0,0.0,0.0,100.55434962709381
2023-03-16,99.42329163560163,94.83364177761658,107.11199492724944,99.42329163560163,99.42329163560163,1.1201024976524103,1.1201024976524103,1.1201024976524103,0.5435685821667566,0.5435685821667566,0.5435685821667566,0.5765339154856536,0.5765339154856536,0.5765339154856536,0.0,0.0,0.0,100.54339413325404
2023-03-17,99.7470219211807,94.59040674672231,107.58755055520413,99.7470219211807,99.7470219211807,1.2664971116848973,1.2664971116848973,1.2664971116848973,0.7782146546286517,0.7782146546286517,0.7782146546286517,0.4882824570562457,0.4882824570562457,0.4882824570562457,0.0,0.0,0.0,101.0135190328656
2023-03-20,100.71821277791791,95.58861599849608,107.99638011802239,100.71821277791791,100.71821277791791,1.0700691472249177,1.0700691472249177,1.0700691472249177,0.8430427719230794,0.8430427719230794,0.8430427719230794,0.2270263753018385,0.2270263753018385,0.2270263753018385,0.0,0.0,0.0,101.78828192514283
2023-03-21,101.041943063497,95.64767689995362,108.34738286992778,101.041943063497,101.041943063497,0.9132823163668139,0.9132823163668139,0.9132823163668139,0.7791610089065578,0.7791610089065578,0.7791610089065578,0.1341213074602559,0.1341213074602559,0.1341213074602559,0.0,0.0,0.0,101.95522537986382
2023-03-22,101.36567334907606,95.89834155802845,108.80450839447741,101.36567334907606,101.36567334907606,0.8207430529123821,0.8207430529123821,0.8207430529123821,0.7853737221084057,0.7853737221084057,0.7853737221084057,0.03536933080397646,0.03536933080397646,0.03536933080397646,0.0,0.0,0.0,102.18641640198844
2023-03-23,101.68940363465514,95.20787034179496,108.50001518300276,101.68940363465514,101.68940363465514,0.4729072119614397,0.4729072119614397,0.4729072119614397,0.543568582166352,0.543568582166352,0.543568582166352,-0.07066137020491238,-0.07066137020491238,-0.07066137020491238,0.0,0.0,0.0,102.16231084661658
2023-03-24,102.01313392023421,96.00016631180864,108.6217461942437,102.01313392023421,102.01313392023421,0.5930288807472637,0.5930288807472637,0.5930288807472637,0.778214654629092,0.778214654629092,0.778214654629092,-0.18518577388182833,-0.18518577388182833,-0.18518577388182833,0.0,0.0,0.0,102.60616280098148
2023-03-27,102.98432477697142,96.85530456726188,109.17157400761704,102.98432477697142,102.98432477697142,0.2543778873746527,0.2543778873746527,0.2543778873746527,0.8430427719146163,0.8430427719146163,0.8430427719146163,-0.5886648845399636,-0.5886648845399636,-0.5886648845399636,0.0,0.0,0.0,103.23870266434608
2023-03-28,103.30805506255051,97.40611884701566,109.64966233524203,103.30805506255051,103.30805506255051,0.03411320371253549,0.03411320371253549,0.03411320371253549,0.7791610089056968,0.7791610089056968,0.7791610089056968,-0.7450478051931613,-0.7450478051931613,-0.7450478051931613,0.0,0.0,0.0,103.34216826626304
