Date,Adj Close,Close,High,Low,Open,Volume,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate,SMA10,SMA20,SMA50,EMA10,EMA20,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Log_Return,Volatility,Lag1,Lag2,Lag3
2023-03-15,96.1999969482422,96.1999969482422,96.66999816894533,93.06999969482422,93.22000122070312,70731800,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,93.47399978637695,94.55500030517578,95.92900024414062,93.97867289869663,94.6755740500826,51.03824412150838,-0.8356555211484533,-0.9313580026736684,0.0957024815252151,94.55500030517578,99.35725678580391,89.75274382454765,0.013912307472971452,0.013816419647147053,0.017819983913781322,94.87999725341795,92.43000030517578,90.7300033569336
2023-03-16,100.04000091552734,100.04000091552734,100.98999786376952,95.61000061035156,95.75,84446900,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,94.26500015258789,94.49900016784667,96.2134002685547,95.08073253812039,95.18647184679162,66.49848894103457,-0.2989165764851123,-0.8048697174359571,0.5059531409508449,94.49900016784667,98.99319201593065,90.0048083197627,0.039916882423095545,0.03914078921242471,0.019818999814197276,96.1999969482422,94.87999725341795,92.43000030517578
2023-03-17,98.9499969482422,98.9499969482422,100.66000366210938,97.45999908447266,99.79000091552734,87300200,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,94.66999969482421,94.53899993896485,96.48960021972657,95.78423515814254,95.54490280883454,62.56657246612675,0.03805996198889261,-0.6362837815509872,0.6743437435398798,94.53899993896485,99.18179681684657,89.89620306108313,-0.010895681300578275,-0.010955473953869642,0.018768142439407023,100.04000091552734,96.1999969482422,94.87999725341795
2023-03-20,97.70999908447266,97.70999908447266,98.4800033569336,95.6999969482422,98.41000366210938,62388900,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,95.06599960327148,94.56450004577637,96.78140014648437,96.13437405383893,95.7511024541334,58.123240021057384,0.2027219792163777,-0.4684826293975143,0.671204608613892,94.56450004577637,99.27395858929906,89.85504150225368,-0.012531560404374309,-0.012610742620752562,0.01886075524037983,98.9499969482422,100.04000091552734,96.1999969482422
2023-03-21,100.61000061035156,100.61000061035156,100.8499984741211,98.0,98.13999938964844,58597300,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,95.77199935913086,94.86599998474121,97.0720001220703,96.94812433684122,96.21385465948752,68.95778195006812,0.5607596132485924,-0.262634180868293,0.8233937941168854,94.86599998474121,100.29651884004352,89.4354811294389,0.029679680207260972,0.029247763784060337,0.018784247095784645,97.70999908447266,98.9499969482422,100.04000091552734
2023-03-22,98.6999969482422,98.6999969482422,102.0999984741211,98.61000061035156,100.4499969482422,57475400,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,96.24999923706055,95.01149978637696,97.29880004882813,97.26664662982321,96.45063011555939,63.613759723685014,0.6825180416440304,-0.07360373636582832,0.7561217780098587,95.01149978637696,100.69624192430595,89.32675764844797,-0.018984232685839375,-0.019166746850565648,0.019273153465414715,100.61000061035156,97.70999908447266,98.9499969482422
2023-03-23,98.70999908447266,98.70999908447266,101.05999755859376,97.62000274658205,100.43000030517578,57559300,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,96.89599914550782,95.15599975585937,97.47559997558594,97.52907434885037,96.66580811259875,58.91436225815848,0.7709327295546302,0.09530355681826341,0.6756291727363668,95.15599975585937,101.06958825964476,89.24241125207398,0.0001013387693993284,0.0001013336349731114,0.019273998056152476,98.6999969482422,100.61000061035156,97.70999908447266
2023-03-24,98.12999725341795,98.12999725341795,98.3000030517578,96.4000015258789,98.06999969482422,56095400,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,97.63599853515625,95.38749961853027,97.53639999389648,97.63833305877174,96.80525469743868,60.52884186865916,0.785149985929749,0.23327284264056056,0.5518771432891885,95.38749961853027,101.38996393541026,89.38503530165028,-0.00587581639584811,-0.005893146925693609,0.01839449780920804,98.70999908447266,98.6999969482422,100.61000061035156
2023-03-27,98.04000091552734,98.04000091552734,99.33999633789062,97.08000183105467,99.06999969482422,46721300,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,98.1969985961914,95.60149955749512,97.5918000793457,97.71136357818185,96.92284957535189,60.85065004743946,0.7801620887744747,0.3426506918673434,0.43751139690713126,95.60149955749512,101.66452972758722,89.53846938740301,-0.0009171134251455548,-0.0009175342309669643,0.018410938537015687,98.12999725341795,98.70999908447266,98.6999969482422
2023-03-28,97.23999786376952,97.23999786376952,98.44000244140624,96.29000091552734,98.11000061035156,38720100,AMZN,Common Stock,Amazon.com Inc,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.",1018724,NASDAQ,USD,USA,CONSUMER CYCLICAL,INTERNET RETAIL,"410 TERRY AVENUE NORTH, SEATTLE, WA, UNITED STATES, 98109-5210",https://www.amazon.com,December,2026-03-31,2489087689000,155860992000,27.68,1.246,41.09,0.0,0.0,8.36,69.48,0.122,0.131,0.0685,0.243,742775980000,375875011000,8.36,0.748,0.166,313.02,15,47,4,0,0,27.68,27.4,3.351,5.65,3.451,13.6,1.461,278.56,196,248.45,234.64,10757109000,9779718000,8.899,68.717,0.0,0.0,98.43299865722656,95.75199928283692,97.57419998168945,97.62566072101596,96.9530541742488,57.85984674022233,0.7035455488257156,0.41482966325901793,0.2887158855666977,95.75199928283692,101.82111457484177,89.68288399083207,-0.008159965772002842,-0.008193440518932924,0.01854743631375839,98.04000091552734,98.12999725341795,98.70999908447266
